Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
200,Htex,12,3HAD8M10,13,3HAD14M16,13,AIHPDCOATA,12,3HAD5M6,12,PGSAI17,12,RZ5PP,12,OIVD3,12,EAR6M8x,12,PGSAAI17,11,IGPDH,12,3OAR12M14,11,G3PATAI17,11,3OAR4M6,12,3OAR6M8,11,3OAS12M14,12,PANTS,12,CLPNS180,12,CLPNS180,12,THRD_L,13,3OAR10M12,12,DASYN180,12,3OAS7M8,12,PGSAAI17,12,3OAR14M16,11,3OAS9M10,12,PSD180,12,3HAD11M12,12,3OAR8M10,11,3HAD8M10,12,ADOCBLS,12,PSDI17,12,3HAD5M6,11,3HAD6M8,11,3OAS6M8,11,3OAS4M6,12,3HAD7M8,12,3HAD5M6,12,ADOCBLS,12,AGPR,12,PSD180,12,3OAS3M4,12,PRATPP,12,DASYN180,11,PGPPI17,12,3HAD14M16,11,3OAR15M16,12,3OAS4M6,11,MOHMT,12,MOHMT,12,3HAD7M8,12,3OAR5M6,12
201,3OAS13M14,12,PSSA180,13,RZ5PP,13,ADOCBLS,12,ADK10,12,3OAR9M10,12,IVCOATA,12,3OAS7M8,12,G3PATAI17,12,RNTR1,11,APRAUR,12,3OAR6M8,11,AIHPDCOATA,11,3OAS11M12,12,3OAS9M10,11,CBIAT,12,3OAR8M10,12,3OAS13M14,12,CLPNSAI17,12,3HAD11M12,13,NNDMBRT,12,CLPNSI17,12,3HAD15M16,12,PSSAAI17,12,3OAR15M16,11,OIVD3,12,CBIAT,12,3OAS11M12,12,3OAS4M3O6,11,3OAR4M6,12,PGSAAI17,12,RZ5PP,12,3HAD6M8,11,CYTK1,11,3OAS5M6,11,3OAS4M3O6,12,FBA,12,DASYNAI17,12,AIHPDCOATA,12,3HAD7M8,12,PGSAI17,12,3OAS13M14,12,3OAR14M16,12,CLPNSI17,11,PGPPAI17,12,3OAS10M12,11,3OAR6M8,12,3OAS5M6,11,PANTS,12,ACBIPGT,12,3HAD6M8,12,AIHPDCOATA,12
202,NNDMBRT,12,DPR,13,3HAD13M14,13,ACOAAGPATI17,12,IGPDH,12,HSTPTr,12,2MBCOATA,12,PSSAAI17,12,OIVD1r,12,3HAD5M6,11,G3PATAI17,12,DASYNI17,11,PSSA180,11,PGSAAI17,12,3OAS7M8,11,2MBCOATA,12,3OAR10M12,12,AIHPDCOATA,12,PSSAI17,12,ACOATA,13,3HAD9M10,12,ACOAAGPATAI17,12,EAR13M14x,12,PSSA180,12,3OAR4M6,11,MTHFC,12,PGSAAI17,12,G3PATAI17,12,G3PATI17,11,3HAD7M8,12,NNDMBRT,12,PSSAI17,12,3HAD7M8,11,3OAS4M6,11,3OAS4M6,11,IVCOATA,12,PSSA180,12,G3PATI17,12,CBIAT,12,IGPDH,12,PGSAAI17,12,ASPCT,12,PSSA180,12,CLPNSAI17,11,MTHFC,12,3HAD15M16,11,3OAR5M6,12,3OAS6M8,11,3OAS4M3O6,12,G3PATAI17,12,26DAPLLAT,12,RPI,12
203,IVCOATA,12,3OAR15M16,13,PSDAI17,13,ACOAAGPATAI17,12,IG3PS,12,PSDI17,12,IGPDH,12,PSSA180,12,NNDMBRT,12,3HAD10M12,11,HSTPTr,12,3HAD5M6,11,ADOCBLS,11,ARGSL,12,OIVD3,11,FE3abc,12,3OAR7M8,12,ADOCBLS,12,RZ5PP,12,3OAS13M14,13,3HAD7M8,12,CLPNSAI17,12,3HAD13M14,12,PSDI17,12,3OAR5M6,11,3OAR6M8,12,3OAS4M6,12,PSSAI17,12,NNDMBRT,11,3HAD6M8,12,3HAD4M6,12,PSSAAI17,12,PSSA180,11,ADK3,11,DASYN180,11,3OAS3M4,12,G3PD1,12,HSTPTr,12,3OAS9M10,12,3HAD12M14,12,NNDMBRT,12,3OAR6M8,12,3OAR13M14,12,CLPNS180,11,3HAD12M14,12,3HAD5M6,11,3HAD14M16,12,3OAS7M8,11,PSDAI17,12,ACOAAGPATAI17,12,3HAD12M14,12,PRMICI,12
204,IHPDCOATA,12,GLUPRT,13,ANPRT,13,3OAS5M6,12,3HAD12M14,12,ATPPRT,12,ADK10,12,3OAS8M10,12,G3PATI17,12,3OAR11M12,11,PSDI17,12,3OAR5M6,11,PSSAAI17,11,ARGSS,12,3OAR5M6,11,3HAD10M12,12,3OAR6M8,12,ADK2,12,EAR12M14x,12,3HAD10M12,13,3HAD6M8,12,CLPNS180,12,PRATPP,12,DPR,12,3OAR6M8,11,PSD180,12,3OAR9M10,12,3OAS10M12,12,EAR6M8x,11,TKT2,12,OIVD1r,12,3HAD11M12,12,3HAD8M10,11,3HAD5M6,11,3HAD10M12,11,3OAS7M8,12,3HAD6M8,12,HISTP,12,PGPPAI17,12,3HAD11M12,12,PGPPI17,12,PSSAI17,12,3OAR12M14,12,CBIAT,11,3HAD6M8,12,3HAD6M8,11,PGPPI17,12,3OAS8M10,11,EAR6M8x,12,ACOAAGPATI17,12,3HAD5M6,12,ANPRT,12
205,G3PATI17,12,NNDMBRT,13,3HAD12M14,13,EAR6M8x,12,HSTPTr,12,PRAMPC,12,IG3PS,12,3OAS9M10,12,IVCOATA,12,3OAS8M10,11,G3PATI17,12,3OAR4M6,11,PSDI17,11,OIVD1r,12,3OAS6M8,11,3HAD11M12,12,3OAR5M6,12,ACOAAGPATI17,12,EAR8M10x,12,3OAS12M14,13,PGPPI17,12,CBIAT,12,EAR11M12x,12,HISTP,12,3OAR7M8,11,DB4PS,12,PGPPI17,12,PRMICI,12,3HAD9M10,11,3OAS12M14,12,PGPPI17,12,NNDMBRT,12,PSDI17,11,3HAD4M6,11,3OAS4M3O6,11,PGSAI17,12,3HAD5M6,12,3HAD4M6,12,DPR,12,PSDI17,12,OIVD1r,12,3HAD5M6,12,3OAR4M6,12,RNTR1,11,3HAD5M6,12,3HAD7M8,11,ACOAAGPATI17,12,3OAS9M10,11,3OAS4M6,12,PANTS,12,HSTPTr,12,AMPTASECG,12
206,3OAS12M14,12,OIVD3,13,3HAD11M12,13,G3PATAI17,12,2MBCOATA,12,ADK10,12,HSTPTr,12,ACBIPGT,12,PGPPAI17,12,3OAS7M8,11,HISTP,12,DASYNAI17,11,PSSAI17,11,OIVD3,12,3OAS5M6,11,FBA,12,3OAR4M6,12,3HAD11M12,12,ADK10,12,3OAS11M12,13,IHPDCOATA,12,AIHPDCOATA,12,PRAMPC,12,IGPS,12,CLPNSI17,11,3OAR14M16,12,PGPPAI17,12,PSDAI17,12,LYSt3rpp,11,Htex,12,OIVD3,12,PSSA180,12,PSDAI17,11,3HAD15M16,11,3OAS3M4,11,3OAS13M14,12,PSSAI17,12,RBFSb,12,DB4PS,12,PSDAI17,12,LYS_Ltex,12,3OAR12M14,12,3OAR5M6,12,PGPPAI17,11,3HAD4M6,12,3HAD8M10,11,PGPPAI17,12,ACOAAGPATAI17,11,3OAS5M6,12,ADOCBLS,12,PRMICI,12,ADK10,12
207,G3PATAI17,12,3OAR13M14,13,PSDI17,13,G3PATI17,12,3HAD11M12,12,PRATPP,12,PSSAI17,12,FE3abc,12,PGPPI17,12,3OAS6M8,11,ATPPRT,12,G3PD1,11,ACOAAGPATI17,11,3OAS10M12,12,3OAS4M6,11,CLPNS180,12,3OAR15M16,12,ACOAAGPATAI17,12,PRMICI,12,2MBCOATA,13,3OAS6M8,12,ADOCBLS,12,3HAD6M8,12,PSDAI17,12,3OAS8M10,11,ASP1DC,12,3OAS10M12,12,3OAR8M10,12,IVCOATA,11,3OAR6M8,12,EAR6M8x,12,CLPNSI17,12,3OAR7M8,11,3OAS8M10,11,DASYNAI17,11,PGSAAI17,12,IHPDCOATA,12,RZ5PP,12,3OAR4M6,12,PSD180,12,OIVD3,12,3OAR11M12,12,3OAR6M8,12,PGPPI17,11,PGSAAI17,12,3OAR10M12,11,IHPDCOATA,12,ACOAAGPATI17,11,AIHPDCOATA,12,AIHPDCOATA,12,PRATPP,12,IG3PS,12
208,PSDI17,12,3OAR7M8,13,PSSA180,13,IHPDCOATA,12,HISTP,12,DHAD2,12,HISTP,12,PSDI17,12,PSSA180,12,3OAR12M14,11,3HAD14M16,12,DASYN180,11,RZ5PP,11,3OAR5M6,12,3OAS4M3O6,11,CLPNSAI17,12,ASP1DC,12,ACBIPGT,12,PRATPP,12,3OAS10M12,13,3OAS9M10,12,EAR6M8x,12,3HAD7M8,12,PSD180,12,3OAR9M10,11,DHPPDA,12,3OAS11M12,12,IGPDH,12,PSDI17,11,3OAR13M14,12,3OAR9M10,12,APRAUR,12,OIVD1r,11,RPI,11,DASYNI17,11,OIVD3,12,RZ5PP,12,PSSAI17,12,ADK10,12,PSSAAI17,12,ACOAAGPATAI17,12,3OAR10M12,12,3OAR7M8,12,PGSAAI17,11,CLPNS180,12,G3PATAI17,11,IVCOATA,12,ADK2,11,3OAS7M8,12,EAR6M8x,12,MTHFC,12,3HAD15M16,12
209,3OAS11M12,12,3OAR9M10,13,GLUPRT,13,3OAS4M6,12,ATPPRT,12,PRFGS,12,ATPPRT,12,G5SADs,12,3OAS7M8,12,CA2abc,11,DB4PS,12,G3PATI17,11,PSDAI17,11,3OAR6M8,12,3OAS3M4,11,CLPNSI17,12,3OAR11M12,12,3OAS9M10,12,AMPTASEGC,12,ATPPRT,12,ATPPRT,12,G3PATI17,12,3HAD14M16,12,PSSAI17,12,3OAS10M12,11,PGSAI17,12,3OAS12M14,12,DHORTS,12,3OAR10M12,11,3OAR7M8,12,PSSA180,12,PRAMPC,12,3OAR6M8,11,3HAD14M16,11,EAR6M8x,11,3OAS12M14,12,3HAD4M6,12,DPR,12,3OAR5M6,12,3OAS7M8,12,3HAD13M14,12,DHORTS,12,3OAR8M10,12,3OAS7M8,11,CBIAT,12,3OAR11M12,11,3HAD13M14,12,ADOCBLS,11,ADOCBLS,12,MTHFC,12,3HAD9M10,12,PRFGS,12
210,EAR6M8x,12,ACOATA,13,MOHMT,13,IVCOATA,12,3HAD4M6,12,PSD180,12,3HAD5M6,12,PSDAI17,12,3OAS4M3O6,12,3OAS5M6,11,PSDAI17,12,3OAR15M16,11,PGPPAI17,11,GTPCII,12,3OAR4M6,11,3OAS9M10,12,3OAR14M16,12,3OAS8M10,12,PRAMPC,12,3MOBS,12,3HAD12M14,12,PSSA180,12,IGPDH,12,PGSAI17,12,3OAR8M10,11,3OAR4M6,12,3OAS13M14,12,3HAD5M6,12,PSDAI17,11,3OAR8M10,12,PSSAAI17,12,DASYN180,12,3OAS5M6,11,3OAS7M8,11,NACtex,11,G3PD1,12,OIVD1r,12,DB4PS,12,GTPCII,12,NNDMBRT,12,PGPPAI17,12,3HAD9M10,12,3OAR11M12,12,3OAS8M10,11,3HAD14M16,12,3OAR12M14,11,ACBIPGT,12,AIHPDCOATA,11,PRMICI,12,DASYNI17,12,3HAD4M6,12,3HAD12M14,12
211,ADOCBLS,12,3OAS11M12,13,3HAD6M8,13,NNDMBRT,12,RZ5PP,12,GLUPRT,12,NNDMBRT,12,PSD180,12,3OAS4M6,12,3OAS4M6,11,DHPPDA,12,3OAR14M16,11,ACOAAGPATAI17,11,PGPPI17,12,ADSS,11,3HAD12M14,12,3OAR12M14,12,3OAS7M8,12,THRS,12,APRAUR,12,3OAS10M12,12,IHPDCOATA,12,3HAD8M10,12,IG3PS,12,3HAD5M6,11,3OAR15M16,12,3OAS3M4,12,GLU5K,12,3OAR11M12,11,3OAR9M10,12,PSSAI17,12,ADK10,12,DASYNAI17,11,PLPS,11,3OAS13M14,11,3OAS11M12,12,3HAD15M16,12,PMDPHT,12,3OAR6M8,12,ACOAAGPATAI17,12,ADK2,12,3OAR14M16,12,3OAR10M12,12,3OAS9M10,11,3HAD13M14,12,3OAR9M10,11,OIVD3,12,CBIAT,11,PSSA180,12,DASYNAI17,12,3HAD13M14,12,PRAIS,12
212,FBA,12,3OAR8M10,13,PGPPAI17,13,OIVD1r,12,PRMICI,12,PRAIS,12,PSSAAI17,12,PGSAI17,12,3OAS5M6,12,3OAS4M3O6,11,OIVD3,12,3OAR13M14,11,PGSAAI17,11,ASP1DC,12,ACBIPGT,11,3OAS10M12,12,3HAD8M10,12,THRD_L,12,HSK,12,ASP1DC,12,3OAS7M8,12,PSDI17,12,IG3PS,12,ATPPRT,12,CA2abc,11,GTPCII,12,3OAS4M3O6,12,3HAD14M16,12,3OAR12M14,11,FBA,12,DASYNI17,12,3HAD10M12,12,DASYN180,11,3HAD13M14,11,3OAS12M14,11,3OAS10M12,12,NNDMBRT,12,EAR6M8x,12,PRFGS,12,CLPNS180,12,ACOAAGPATI17,12,3HAD8M10,12,ASPCT,12,ACBIPGT,11,3HAD11M12,12,3OAR8M10,11,G5SADs,12,3HAD7M8,11,3HAD14M16,12,DASYN180,12,IGPDH,12,PRAGS,12
213,ACOAAGPATAI17,12,3OAR10M12,13,PGPPI17,13,OIVD3,12,CHORS,12,NNDMBRT,12,OIVD3,12,ACOAAGPATAI17,12,PSDI17,12,3OAR13M14,11,PANTS,12,Htex,11,ACBIPGT,11,3OAR9M10,12,3OAR8M10,11,NNDMBRT,12,HSTPTr,12,PSSAI17,12,GF6PTA,12,MCOATA,12,G3PATI17,12,3HAD15M16,12,3HAD4M6,12,IGPDH,12,PGSAI17,11,PANTS,12,CLPNSAI17,12,NNDMBRT,12,EAR7M8x,11,3OAS10M12,12,DASYNAI17,12,PSDAI17,12,3OAS6M8,11,3OAS6M8,11,G3PATAI17,11,FBA,12,IVCOATA,12,3HAD13M14,12,PRAIS,12,CBIAT,12,PSDAI17,12,3HAD7M8,12,3HAD9M10,12,ACOAAGPATAI17,11,HSK,12,3OAR7M8,11,OIVD1r,12,3OAR15M16,11,CLPNSAI17,12,LYS_Ltex,12,H2CO3D,12,MTHFD,12
214,CBIAT,12,PGSAI17,13,MTHFD,13,3OAS4M3O6,12,3HAD7M8,12,PRAGS,12,OIVD1r,12,DASYNI17,12,PSDAI17,12,ADK3,11,MOHMT,12,AIHPDCOATA,11,3OAS9M10,11,3OAR8M10,12,RNTR3,11,PMDPHT,12,PRAMPC,12,PSSAAI17,12,IGPDH,12,AMPTASEGC,12,3OAS5M6,12,PSD180,12,ATPPRT,12,PRAMPC,12,PGPPI17,11,PGSAAI17,12,3HAD10M12,12,3HAD13M14,12,EAR5M6x,11,3OAS11M12,12,RZ5PP,12,2MBCOATA,12,CLPNSI17,11,3HAD12M14,11,G3PATI17,11,3OAS6M8,12,3HAD14M16,12,PGPPI17,12,PRAGS,12,AIHPDCOATA,12,CLPNSAI17,12,3HAD6M8,12,PSSAAI17,12,ACOAAGPATI17,11,3HAD10M12,12,3OAR6M8,11,NNDMBRT,12,SHKK,11,PGPPI17,12,CLPNSI17,12,3HAD15M16,12,3HAD11M12,12
215,ATPPRT,12,PGPPI17,13,3OAR12M14,13,PGPPAI17,12,3OAR9M10,12,ACHBPL,12,3OAR12M14,12,3OAR11M12,12,PSD180,12,3OAR14M16,11,3HAD9M10,12,CLPNS180,11,3OAS8M10,11,3OAR7M8,12,PGPPI17,11,3OAR7M8,12,3HAD4M6,12,2MBCOATA,12,IG3PS,12,HISTP,12,3OAS4M6,12,PGSAI17,12,HSTPTr,12,PRATPP,12,CYTK1,11,PGPPAI17,12,ADK10,12,CBIAT,12,EAR4M6x,11,HISTP,12,3OAR8M10,12,PRATPP,12,3OAS7M8,11,3HAD11M12,11,ACOAAGPATI17,11,IG3PS,12,3OAS8M10,12,3HAD11M12,12,3OAS11M12,12,3OAS11M12,12,3OAS7M8,12,3OAR15M16,12,PSSAI17,12,RZ5PP,11,2MBCOATA,12,3OAR13M14,11,G3PATI17,12,PSSAI17,11,3HAD15M16,12,CLPNSAI17,12,3HAD14M16,12,PRATPP,12
216,3HAD10M12,12,3OAS12M14,13,IGPS,13,3HAD4M6,12,3OAR15M16,12,IHPDCOATA,12,DASYN180,12,MCOATA,12,3OAS8M10,12,3OAS3M4,11,3HAD4M6,12,ADK2,11,Htex,11,PSD180,12,OIVD1r,11,3OAR15M16,12,2MBCOATA,12,3HAD10M12,12,HSTPTr,12,GLUPRT,12,3HAD11M12,12,3OAS5M6,12,AMPTASECG,12,PRAI,12,IVCOATA,11,OIVD1r,12,PRAIS,12,PGSAI17,12,EAR15M16x,11,3HAD10M12,12,DASYN180,12,AMPTASECG,12,CLPNSAI17,11,3HAD10M12,11,2MBCOATA,11,3HAD7M8,12,PGPPI17,12,PSSA180,12,3OAS10M12,12,CHORS,12,RZ5PP,12,3HAD4M6,12,PSD180,12,PSSAI17,11,PSSA180,12,3OAR14M16,11,3OAR7M8,12,PGSAI17,11,CLPNSI17,12,RZ5PP,12,ATPPRT,12,GLUPRT,12
217,PRATPP,12,3OAS13M14,13,3OAR11M12,13,PGPPI17,12,3HAD14M16,12,IVCOATA,12,CLPNS180,12,HSTPTr,12,ADK2,12,ACBIPGT,11,3HAD15M16,12,COBALTt5,11,3OAS7M8,11,ACBIPGT,12,ADSL1r,11,3HAD9M10,12,3HAD10M12,12,3OAS6M8,12,HISTP,12,EAR10M12x,12,3OAS4M3O6,12,PGSAAI17,12,HISTP,12,PRMICI,12,PRMICI,11,PMDPHT,12,PItex,12,OIVD3,12,PSD180,11,CLPNSAI17,12,TPI,12,PRMICI,12,CLPNS180,11,2MBCOATA,11,RNTR1,11,3HAD15M16,12,3OAS10M12,12,NAPRT,12,PMDPHT,12,CHORM,12,AIHPDCOATA,12,3OAR13M14,12,3OAR9M10,12,PSSAAI17,11,AIHPDCOATA,12,3OAR15M16,11,PSSAAI17,12,SHK3Dr,11,IHPDCOATA,12,3OAS13M14,12,IG3PS,12,3HAD14M16,12
218,RPI,12,3HAD9M10,13,PRAGS,13,PGSAAI17,12,3OAR14M16,12,PSDAI17,12,3HAD11M12,12,ATPPRT,12,3OAS9M10,12,3OAR15M16,11,CLPNSAI17,12,OIVD1r,11,IHPDCOATA,11,APRAUR,12,CBIAT,11,PRMICI,12,3HAD11M12,12,RZ5PP,12,AMPTASECG,12,MOHMT,12,3OAS3M4,12,ASPCT,12,EAR12M14x,12,PGPPAI17,12,OIVD3,11,RBFSa,12,PRFGS,12,PGPPAI17,12,EAR10M12x,11,DASYNI17,12,CLPNSI17,12,PSD180,12,RNTR1,11,APRAUR,11,3OAS10M12,11,DHQS,12,3OAR5M6,12,3OAR5M6,12,RBFSa,12,3OAS12M14,12,3HAD6M8,12,3HAD15M16,12,3OAS10M12,12,PSSA180,11,PSSAAI17,12,3OAR4M6,11,ADOCBLS,12,CHORS,11,DASYN180,12,CBIAT,12,3HAD8M10,12,PRAMPC,12
219,3HAD14M16,12,3OAS10M12,13,3HAD7M8,13,PGSAI17,12,3OAR8M10,12,IGPDH,12,RPI,12,PANTS,12,ACBIPGT,12,3OAR4M6,11,3HAD5M6,12,3HAD12M14,11,3OAS6M8,11,PANTS,12,PGPPAI17,11,3OAR5M6,12,3OAS13M14,12,PSDAI17,12,DPR,12,GTPCII,12,AMPTASECG,12,PGPPI17,12,PRMICI,12,ADK10,12,GMPS2,11,RBFSb,12,CHORM,12,ADK3,12,G3PATAI17,11,DASYN180,12,CLPNSAI17,12,DASYNAI17,12,CBIAT,11,3OAS3M4,11,EAR7M8x,11,DDPA,12,3OAS13M14,12,PGSAAI17,12,3OAR9M10,12,MTHFD,12,PGM,12,3HAD14M16,12,3HAD8M10,12,PSDI17,11,PSSAI17,12,3OAR5M6,11,PSSA180,12,PSDAI17,11,G3PATI17,12,IVCOATA,12,HISTP,12,3HAD13M14,12
220,3HAD15M16,12,3OAR11M12,13,3HAD10M12,13,PSD180,12,LYS_Ltex,12,CHORM,12,3HAD13M14,12,MOHMT,12,ACOAAGPATAI17,12,3OAS13M14,11,3HAD6M8,12,CA2abc,11,PSD180,11,3HAD11M12,12,3OAR7M8,11,DB4PS,12,3HAD12M14,12,HSTPTr,12,LYS_Ltex,12,HSTPTr,12,3OAS11M12,12,PGPPAI17,12,3HAD5M6,12,ANPRT,12,LYS_Ltex,11,MOHMT,12,PRAGS,12,PGSAAI17,12,PGSAI17,11,CLPNSI17,12,PGPPAI17,12,PGSAI17,12,3OAS8M10,11,DHPPDA,11,LYSt3rpp,11,ADSS,12,3OAS11M12,12,3OAR4M6,12,RBFSb,12,ADOCBLS,12,3HAD5M6,12,3HAD13M14,12,3HAD7M8,12,3OAR14M16,11,RZ5PP,12,3HAD11M12,11,EAR6M8x,12,CA2abc,11,G3PATAI17,12,PGPPI17,12,3OAR13M14,12,ATPPRT,12
221,3HAD5M6,12,PGSAAI17,13,PRAIS,13,3HAD5M6,12,MCOATA,12,OIVD1r,12,AIHPDCOATA,12,ASP1DC,12,ACOAAGPATI17,12,RPI,11,3HAD8M10,12,ACOAAGPATI17,11,PGSAI17,11,3OAS13M14,12,CLPNS180,11,3OAR13M14,12,3HAD13M14,12,PMDPHT,12,PSSA180,12,IG3PS,12,ADK10,12,OIVD3,12,3HAD12M14,12,MOHMT,12,OIVD1r,11,3OAR5M6,12,26DAPLLAT,12,G5SDr,12,CYTK1,11,PSSAAI17,12,CLPNS180,12,RBFSb,12,ADOCBLS,11,3OAS5M6,11,3HAD6M8,11,3HAD14M16,12,ATPPRT,12,OIVD3,12,LYS_Ltex,12,ACOAAGPATI17,12,3OAS8M10,12,3HAD12M14,12,3HAD6M8,12,PSDAI17,11,ADK10,12,3HAD10M12,11,G3PATAI17,12,PSDI17,11,DASYNAI17,12,PGSAI17,12,3OAR11M12,12,DPR,12
222,ADK10,12,COBALTt5pp,13,3OAR10M12,13,ACBIPGT,12,3OAR13M14,12,OIVD3,12,ARGSL,12,RBFSb,12,PGSAI17,12,3OAR5M6,11,PSD180,12,ACOAAGPATAI17,11,3OAS5M6,11,PSSA180,12,3OAR15M16,11,3OAR10M12,12,3HAD14M16,12,HISTP,12,PSDI17,12,PRAIS,12,APRAUR,12,OIVD1r,12,3HAD9M10,12,AMPTASEGC,11,EAR6M8x,11,ADK10,12,MTHFC,12,IHPDCOATA,12,PGSAAI17,11,ADK10,12,CBIAT,12,DASYNI17,12,ADK2,11,3OAS4M3O6,11,ADK3,11,CHORS,12,3OAS12M14,12,3OAR15M16,12,3OAR7M8,12,3OAS13M14,12,PSSAI17,12,3HAD11M12,12,3HAD5M6,12,PSD180,11,3HAD7M8,12,2MBCOATA,11,3OAS9M10,12,3HAD12M14,11,3HAD13M14,12,3OAS12M14,12,FBA,12,HISTP,12
223,PRAMPC,12,IVCOATA,13,3HAD9M10,13,DHQTi,12,G5SADs,12,3OAS10M12,12,OCBT,12,RBFSa,12,PGSAAI17,12,RNTR3,11,GTPCII,12,IVCOATA,11,EAR6M8x,11,RBFSb,12,Htex,11,HISTP,12,3HAD7M8,12,ATPPRT,12,PSDAI17,12,RPI,12,DB4PS,12,DHORTS,12,3HAD11M12,12,ADK3,11,COBALTt5,11,PGPPI17,12,DPR,12,IVCOATA,12,3OAR13M14,11,CLPNS180,12,AIHPDCOATA,12,RPI,12,ACOAAGPATI17,11,CA2abc,11,3HAD5M6,11,3HAD13M14,12,PRMICI,12,3OAR14M16,12,GLUPRT,12,DHQS,12,PSSAAI17,12,3OAR4M6,12,3HAD4M6,12,PGSAI17,11,3HAD15M16,12,3OAS13M14,11,3HAD4M6,12,3HAD11M12,11,CBIAT,12,PSD180,12,3OAR14M16,12,HSTPTr,12
